"Year","Quarter","Group","Unit","Inflation Deflator","Real Total Wealth","Real Wealth Share","Real Wealth Per Unit Growth","Real Wealth Per Unit"
"","3","Top 10%","","0.7241367933333334","54904150771648.24","0.752281695225224","0.06718571815782838","3337182.0994562237"
"","4","Top 10%","","0.7258548133333335","51462089515795.06","0.758045697537879","-0.0031515897384694824","3117231.250375659"
"","1","Top 10%","","0.7254958933333334","48705408990169.24","0.7594034977581496","-0.059410085049354536","2941306.0666898135"
"","2","Top 10%","","0.7242283833333333","48756911371058.96","0.7608154408880309","-0.06122440983562583","2935632.516063784"
"","3","Top 10%","","0.7250072566666667","50495960653775.31","0.7601127435302453","-0.030278013550890534","3032404.575478492"
"","4","Top 10%","","0.7273970833333333","51107669644247.12","0.7584072415017121","-0.020892911346692102","3061752.6022975557"
"","1","Top 10%","","0.7293746866666666","51831483144225.914","0.7589906931958724","-0.010654632452109923","3093768.586464978"
"","2","Top 10%","","0.7329327066666668","51269032945674.19","0.7624576049747241","-0.025754186645541494","3046550.9737226786"
"","3","Top 10%","","0.735147","52196254989039.76","0.7646999143645279","-0.012119016693644936","3089189.330207677"
"","4","Top 10%","","0.7394533566666667","54185031211862.15","0.7675063137329334","0.021630543324411774","3194727.1252141553"
"","1","Top 10%","","0.7432709566666666","55326508267352.26","0.7705708720522922","0.03902483542484461","3249120.5819879957"
"","2","Top 10%","","0.74818051","55756329634158.69","0.7720776978125543","0.04284181300582077","3261056.601221131"
"","3","Top 10%","","0.7528075566666667","53792215444813.21","0.7745055542709419","0.0024917137392590407","3134878.348745926"
"","4","Top 10%","","0.7537161533333334","53829892198838.81","0.7755939822540813","-0.00022187541292993275","3126392.7206215207"
"","1","Top 10%","","0.7582897766666666","55938399106428.836","0.7762687619195855","0.03572277018133519","3238794.7381968154"
"","2","Top 10%","","0.7613438566666667","56215272671627.164","0.7780503514155582","0.037749383544286134","3245132.1335744755"
"","3","Top 10%","","0.7652913899999999","57105338793892.5","0.7790408078307689","0.0516903857373525","3288726.853945631"
"","4","Top 10%","","0.7691701266666667","58221722672631.13","0.7801888696733309","0.07000110121240866","3345986.0459230826"
"","1","Top 10%","","0.7722471533333334","59853872816252.76","0.7775208222209209","0.09666433630668876","3429364.289612308"
"","2","Top 10%","","0.7744385566666668","60646611678029.25","0.7735543374759117","0.10725368388956881","3462478.09595101"
"","3","Top 10%","","0.7780881933333333","61503513239617.5","0.7695537868908715","0.11939770474753005","3500453.5001689084"
"","4","Top 10%","","0.78273815","63001726238332.91","0.7659868391341023","0.14331003376000395","3575229.42246525"
"","1","Top 10%","","0.7859984433333334","64277563862809.54","0.7654241765762709","0.1623247694439766","3634690.1465648776"
"","2","Top 10%","","0.7904499166666668","65743274670530.68","0.7657297678414963","0.18415915596719046","3702968.16286335"
"","3","Top 10%","","0.7939010066666667","66172141073421.79","0.7651253666707728","0.1878332533111093","3714457.383229746"
"","4","Top 10%","","0.7952219833333333","67310224049307.875","0.7657316040219393","0.20443379366147355","3766368.7095864797"
"","1","Top 10%","","0.7949394399999999","68968314724240.305","0.765776160345172","0.2304540213001607","3847736.2133134743"
"","2","Top 10%","","0.7992458333333333","69512898534574.02","0.7654834212126486","0.23662284883348364","3867026.670886664"
"","3","Top 10%","","0.8016279533333334","68131300670662.586","0.7650420820248154","0.20904636831127604","3780792.6297081783"
"","4","Top 10%","","0.8015515999999999","68703361783681.53","0.7632327909796122","0.21642352639941237","3803861.641500319"
"","1","Top 10%","","0.8009102533333333","70005819181294.75","0.7622024430906065","0.23560107891867602","3863831.5079347603"
"","2","Top 10%","","0.8065680466666666","70466800911875.12","0.7615011570035809","0.23934516545903378","3875539.590575583"
"","3","Top 10%","","0.8088052266666667","71701771031584.02","0.7609258323056747","0.2572124443441446","3931412.1179593923"
"","4","Top 10%","","0.8130657500000001","72082846744510.55","0.7605561773125434","0.26030971052875146","3941097.5373692056"
"","1","Top 10%","","0.8172728600000001","73266711812475.45","0.7588271406486613","0.28178569406644327","4008254.7965142364"
"","2","Top 10%","","0.8198154333333334","74534518251688.86","0.7570668746053648","0.3071048627639678","4087430.0282596033"
"","3","Top 10%","","0.82393084","75445451701465.28","0.7549733143929385","0.3269860310274308","4149600.162020046"
"","4","Top 10%","","0.82960395","77242046967448.5","0.7539096645150074","0.3628374355834495","4261710.606799268"
"","1","Top 10%","","0.83469667","78134155730526.62","0.7534767301923495","0.3779544637789297","4308982.862258249"
"","2","Top 10%","","0.8418586833333334","78295772084225.22","0.7537968813699074","0.3779060959036653","4308831.611726335"
"","3","Top 10%","","0.8446913933333334","80256259861537.86","0.7549156521528885","0.4100728250731586","4409419.757684464"
"","4","Top 10%","","0.8485319800000001","77450919098842.62","0.755267945763325","0.35867402781261004","4248691.270380893"
"","1","Top 10%","","0.8518151433333333","79116364424258.14","0.7550616183071984","0.38643436844151435","4335500.258025053"
"","2","Top 10%","","0.8565643000000001","82311772534769.08","0.75461067806163","0.4411264874164999","4506527.247347692"
"","3","Top 10%","","0.8593589466666667","82088017190788.98","0.753077223449673","0.436679299005238","4492620.504307136"
"","4","Top 10%","","0.8625122899999998","85435312883173.52","0.7535450121887997","0.4958019544123141","4677502.16449033"
"","1","Top 10%","","0.8659863866666666","82290026816145.25","0.752705623437254","0.4420204865603031","4509322.860040841"
"","2","Top 10%","","0.86274135","85481613719469.95","0.7500574580714411","0.499476160209486","4688991.723999434"
"","3","Top 10%","","0.8702087566666666","90585666031474.62","0.7468010435505092","0.5906462122518096","4974088.366978625"
"","4","Top 10%","","0.8757138433333335","94946053174916.5","0.7445198985445858","0.6689212310746719","5218861.125089714"
"","1","Top 10%","","0.8866171266666667","99455591231344.17","0.7450245002681464","0.7477570505973986","5465387.55552335"
"","2","Top 10%","","0.9003759800000001","102664517386099.67","0.7468222461903075","0.8007704036798055","5631164.898612377"
"","3","Top 10%","","0.9140432866666667","104514575697907.77","0.7455850033527193","0.8288587790227617","5718999.679196892"
"","4","Top 10%","","0.92928344","106113133825836.14","0.7454834701474873","0.8525646325568127","5793129.934802943"
"","1","Top 10%","","0.94811225","104224243207593.23","0.7403342582893179","0.817704864417253","5684120.422918406"
"","2","Top 10%","","0.9689795933333333","100214396090013.38","0.7330188579853606","0.7459750947433622","5459815.225349763"
"","3","Top 10%","","0.9793790366666667","98725968003039.88","0.732851556364591","0.7175731117071982","5370999.766367648"
"","4","Top 10%","","0.98883921","98170958498314.92","0.7345225738105495","0.7054496677610459","5333088.70793379"
"","1","Top 10%","","0.9986047966666667","98614432479708.12","0.736662224489308","0.7113194003925994","5351443.869864206"
"","1","Bottom 50%","","0.59040364","-152285986934.2551","-0.0023903154214648357","0","-2062.279504716448"
"","2","Bottom 50%","","0.5940838466666667","-164930293087.84415","-0.0026079664688781565","0.07897424213224212","-2225.146465666285"
"","3","Bottom 50%","","0.59756557","-187355484576.95792","-0.0029626524640859794","0.22159297786623283","-2519.266161359066"
"","4","Bottom 50%","","0.6008106066666666","-224153599677.64462","-0.003592067602229273","0.4568344709183597","-3004.3998711393638"
"","1","Bottom 50%","","0.6047504533333333","-203626461067.32825","-0.0033719940173533693","0.31960460768017185","-2721.393536748208"
"","2","Bottom 50%","","0.6084077733333334","-164435729551.8195","-0.002667771690518227","0.06275764418834612","-2191.7033080903616"
"","3","Bottom 50%","","0.6107976633333334","-255266511529.14673","-0.004249110318946511","0.6460880826029279","-3394.6937157100137"
"","4","Bottom 50%","","0.6126988733333333","-261899210462.65494","-0.00430709919092437","0.6854285948090358","-3475.824847737718"
"","1","Bottom 50%","","0.6146763566666666","-205352245190.29233","-0.0032805862377045043","0.31743151871628666","-2716.9120199160616"
"","2","Bottom 50%","","0.6168066466666667","-220593371543.36792","-0.00358713484765947","0.41026659564660517","-2908.363896388232"
"","3","Bottom 50%","","0.6197768266666667","-270716395998.19815","-0.004603795093424575","0.7254841687850063","-3558.430636998015"
"","4","Bottom 50%","","0.6233348666666666","-294719854113.7181","-0.005016263090700284","0.8728489119432586","-3862.3379265310823"
"","1","Bottom 50%","","0.62644247","-287169723447.0039","-0.00486608073890261","0.8194806694201006","-3752.2776937728363"
"","2","Bottom 50%","","0.6286033000000001","-312935740502.533","-0.00513625070858578","0.9769081246180181","-4076.937108107169"
"","3","Bottom 50%","","0.6321765966666666","-333899972936.5218","-0.005335503167206795","1.104195659804358","-4339.439583127832"
"","4","Bottom 50%","","0.6360706666666667","-312519546087.332","-0.004839670021433666","0.9645034839069919","-4051.3552718054484"
"","1","Bottom 50%","","0.64056784","-261058386091.8235","-0.003849353651517034","0.6358794115696571","-3373.6405826677073"
"","2","Bottom 50%","","0.6457140633333334","-262242342798.43277","-0.003802282061214215","0.637710059779956","-3377.4158909521525"
"","3","Bottom 50%","","0.6498601066666666","-287209364965.12994","-0.004137868409453578","0.7882373624780515","-3687.845262206684"
"","4","Bottom 50%","","0.6548841166666667","-290414773757.034","-0.004029769138119051","0.8032402411658984","-3718.7853914363777"
"","1","Bottom 50%","","0.6600991466666667","-277601720037.1909","-0.0037846463613208595","0.7170572655653547","-3541.0520071998985"
"","2","Bottom 50%","","0.6649017533333333","-292513109307.14215","-0.003939320476966862","0.8013530579519872","-3714.8934921726836"
"","3","Bottom 50%","","0.6709489599999999","-293738645564.42957","-0.0038742907283701887","0.8017502848740338","-3715.712685112742"
"","4","Bottom 50%","","0.6763776933333333","-286434867810.1849","-0.0037035620224363046","0.7502550795925197","-3609.5151786695087"
"","1","Bottom 50%","","0.68114213","-352047183572.0044","-0.004435756119382674","1.1439031729874523","-4421.327573748585"
"","2","Bottom 50%","","0.6871816900000001","-451262154070.3621","-0.005701491588622124","1.7395019075811324","-5649.618637136184"
"","3","Bottom 50%","","0.6919767033333333","-544744598030.51025","-0.006869086367101852","2.2981499397039897","-6801.707024133328"
"","4","Bottom 50%","","0.6945651333333333","-617967670885.844","-0.007628990109345141","2.732071174249255","-7696.573892797288"
"","1","Bottom 50%","","0.7012230566666666","-696716392847.7876","-0.008528920441779534","3.1941145837352343","-8649.436546469531"
"","2","Bottom 50%","","0.7059112166666667","-796350927273.326","-0.009708807136263422","3.7766194579939736","-9850.724410050761"
"","3","Bottom 50%","","0.7095761499999999","-916826756716.5734","-0.011101225351152422","4.481354144929446","-11304.08431118055"
"","4","Bottom 50%","","0.7125845166666668","-1072488537179.2963","-0.013080052380524796","5.391953234721936","-13181.994151073055"
"","1","Bottom 50%","","0.7150889433333334","-1287323350463.3816","-0.016268070938881222","6.644478050297176","-15765.05040738262"
"","2","Bottom 50%","","0.7187156666666666","-1378779262868.1418","-0.018064216669077687","7.155810232348642","-16819.560286529297"
"","3","Bottom 50%","","0.7241367933333334","-1541248289553.8005","-0.021117763588599858","8.08510193519422","-18736.019519210782"
"","4","Bottom 50%","","0.7258548133333335","-1674056410998.089","-0.024659147573153087","8.834089667482646","-20280.64156879325"
"","1","Bottom 50%","","0.7254958933333334","-1735624621731.2825","-0.02706145859085047","9.164857543504125","-20962.77738033094"
"","2","Bottom 50%","","0.7242283833333333","-1752171539150.28","-0.02734133735266436","9.231153365063793","-21099.49789438178"
"","3","Bottom 50%","","0.7250072566666667","-1674172434033.2278","-0.02520121977084444","8.750191850841556","-20107.620821043874"
"","4","Bottom 50%","","0.7273970833333333","-1619158962157.9036","-0.024027350309469203","8.40710463603128","-19400.07908961039"
"","1","Bottom 50%","","0.7293746866666666","-1571686328713.009","-0.023014878675129177","8.097928818101018","-18762.472136938868"
"","2","Bottom 50%","","0.7329327066666668","-1599640432712.9563","-0.023789370367867654","8.21845555389401","-19011.03195393513"
"","3","Bottom 50%","","0.735147","-1572779748457.1123","-0.023041969949989","8.027251881546064","-18616.716539225443"
"","4","Bottom 50%","","0.7394533566666667","-1550893452141.9006","-0.021967700116141846","7.867860930029986","-18288.00784667658"
"","1","Bottom 50%","","0.7432709566666666","-1561762365923.381","-0.021751753832586915","7.894673080311577","-18343.301994679685"
"","2","Bottom 50%","","0.74818051","-1548143426639.861","-0.02143769183815607","7.781279951014924","-18109.453668155533"
"","3","Bottom 50%","","0.7528075566666667","-1617894514558.955","-0.02329460271135243","8.143951917696997","-18857.38463197918"
"","4","Bottom 50%","","0.7537161533333334","-1641305863694.4707","-0.02364832807425219","8.244682743847994","-19065.119750243535"
"","1","Bottom 50%","","0.7582897766666666","-1561327028096.9358","-0.021666858873569398","7.766974425147616","-18079.951675355194"
"","2","Bottom 50%","","0.7613438566666667","-1527041027923.9414","-0.021135089308245238","7.54891972307912","-17630.261932372283"
"","3","Bottom 50%","","0.7652913899999999","-1478477133084.509","-0.020169638153703782","7.257492234193766","-17029.256994933035"
"","4","Bottom 50%","","0.7691701266666667","-1435972763513.7568","-0.019242473699153047","7.0032751260348345","-16504.990263028587"
"","1","Bottom 50%","","0.7722471533333334","-1342596524262.4128","-0.017440755365323687","6.4601808057970445","-15384.977977274282"
"","2","Bottom 50%","","0.7744385566666668","-1276316736577.115","-0.01627956319825205","6.066777653083628","-14573.670718342568"
"","3","Bottom 50%","","0.7780881933333333","-1224171800391.144","-0.01531727205770725","5.756927037348034","-13934.672143987282"
